"ensembl_gene_id"	"gene_biotype"	"external_gene_name"
"ENSRNOG00000026910"	"protein_coding"	"Gjb4"
"ENSRNOG00000026978"	"protein_coding"	"Oscp1"
"ENSRNOG00000027455"	"protein_coding"	"RGD1564804"
"ENSRNOG00000027595"	"protein_coding"	"Tfap2e"
"ENSRNOG00000027731"	"protein_coding"	"Ubxn10"
"ENSRNOG00000027882"	"processed_pseudogene"	"AABR07050225.1"
"ENSRNOG00000027921"	"protein_coding"	"Rlf"
"ENSRNOG00000027976"	"protein_coding"	"Il22ra1"
"ENSRNOG00000028047"	"protein_coding"	"Mecr"
"ENSRNOG00000028083"	"protein_coding"	"Tmem35b"
"ENSRNOG00000028377"	"protein_coding"	"Mpl"
"ENSRNOG00000028415"	"protein_coding"	"Cdc20"
"ENSRNOG00000028448"	"protein_coding"	"Elovl1"
"ENSRNOG00000028477"	"protein_coding"	"Med8"
"ENSRNOG00000028659"	"protein_coding"	"Szt2"
"ENSRNOG00000028662"	"protein_coding"	"AABR07049821.2"
"ENSRNOG00000029310"	"protein_coding"	"AABR07049918.1"
"ENSRNOG00000029427"	"protein_coding"	"Grhl3"
"ENSRNOG00000030155"	"protein_coding"	"Bmp8a"
"ENSRNOG00000030173"	"unprocessed_pseudogene"	"AC132627.1"
"ENSRNOG00000030238"	"protein_coding"	"Fndc5"
"ENSRNOG00000031027"	"protein_coding"	"LOC100912421"
"ENSRNOG00000031431"	"protein_coding"	"Cdca8"
"ENSRNOG00000031448"	"protein_coding"	"Stpg1"
"ENSRNOG00000031475"	"protein_coding"	"Col16a1"
"ENSRNOG00000031494"	"protein_coding"	"Armh1"
"ENSRNOG00000031506"	"protein_coding"	"Ftl1"
"ENSRNOG00000032018"	"protein_coding"	"Tmem200b"
"ENSRNOG00000032183"	"protein_coding"	"Scmh1"
"ENSRNOG00000032639"	"protein_coding"	"Foxo6"
"ENSRNOG00000032889"	"protein_coding"	"Hmgb4"
"ENSRNOG00000032994"	"protein_coding"	"Myom3"
"ENSRNOG00000033153"	"protein_coding"	"Sfn"
"ENSRNOG00000033209"	"protein_coding"	"Bmp8b"
"ENSRNOG00000033503"	"protein_coding"	"Ldlrad2"
"ENSRNOG00000033984"	"protein_coding"	"Ifnlr1"
"ENSRNOG00000034246"	"protein_coding"	"Rps27a"
"ENSRNOG00000034269"	"protein_coding"	"Ago3"
"ENSRNOG00000035567"	"miRNA"	"Mir30c1"
"ENSRNOG00000035640"	"miRNA"	"Mir30e"
"ENSRNOG00000036470"	"miRNA"	"AABR07050156.1"
"ENSRNOG00000036471"	"miRNA"	"AC120071.1"
"ENSRNOG00000036473"	"miRNA"	"AC142187.1"
"ENSRNOG00000037091"	"protein_coding"	"AABR07050222.1"
"ENSRNOG00000037165"	"protein_coding"	"Nipal3"
"ENSRNOG00000037191"	"protein_coding"	"Umodl"
"ENSRNOG00000037340"	"protein_coding"	"Epha10"
"ENSRNOG00000037368"	"protein_coding"	"AABR07049862.1"
"ENSRNOG00000037432"	"protein_coding"	"Exo5"
"ENSRNOG00000037518"	"protein_coding"	"Hyi"
"ENSRNOG00000041331"	"miRNA"	"AC132627.2"
"ENSRNOG00000041443"	"miRNA"	"Gm25317"
"ENSRNOG00000041600"	"miRNA"	"AABR07049764.2"
"ENSRNOG00000042163"	"protein_coding"	"Btbd19"
"ENSRNOG00000042326"	"protein_coding"	"Smpdl3b"
"ENSRNOG00000042411"	"protein_coding"	"Rps6ka1"
"ENSRNOG00000042421"	"protein_coding"	"RGD1559909"
"ENSRNOG00000042455"	"protein_coding"	"Tlr12"
"ENSRNOG00000042696"	"protein_coding"	"Minos1"
"ENSRNOG00000042785"	"protein_coding"	"Sesn2"
"ENSRNOG00000042787"	"protein_coding"	"Fam229a"
"ENSRNOG00000042855"	"protein_coding"	"Ahdc1"
"ENSRNOG00000043113"	"protein_coding"	"Fam43b"
"ENSRNOG00000043364"	"protein_coding"	"Zfp362"
"ENSRNOG00000043531"	"miRNA"	"AABR07049801.1"
"ENSRNOG00000044644"	"miRNA"	"AABR07049760.1"
"ENSRNOG00000045542"	"miRNA"	"AC099104.1"
"ENSRNOG00000045760"	"protein_coding"	"LOC108348080"
"ENSRNOG00000045867"	"protein_coding"	"Olr860"
"ENSRNOG00000045872"	"protein_coding"	"Tmem125"
"ENSRNOG00000045994"	"miRNA"	"Mir6333"
"ENSRNOG00000046174"	"protein_coding"	"AABR07073146.1"
"ENSRNOG00000046223"	"protein_coding"	"Olr862"
"ENSRNOG00000046607"	"protein_coding"	"Cited4"
"ENSRNOG00000046794"	"protein_coding"	"Khdrbs1"
"ENSRNOG00000046811"	"miRNA"	"AABR07049886.1"
"ENSRNOG00000046922"	"protein_coding"	"Phactr4"
"ENSRNOG00000047185"	"protein_coding"	"AABR07049994.1"
"ENSRNOG00000047303"	"protein_coding"	"Med18"
"ENSRNOG00000047376"	"protein_coding"	"AABR07049960.1"
"ENSRNOG00000047452"	"protein_coding"	"LOC686209"
"ENSRNOG00000047495"	"miRNA"	"AABR07049948.1"
"ENSRNOG00000047578"	"protein_coding"	"Ccdc28b"
"ENSRNOG00000047595"	"protein_coding"	"Olr859"
"ENSRNOG00000047686"	"pseudogene"	"Pou3f1"
"ENSRNOG00000047722"	"miRNA"	"AABR07050149.1"
"ENSRNOG00000047741"	"protein_coding"	"E2f2"
"ENSRNOG00000047815"	"protein_coding"	"Olfr1330-ps1"
"ENSRNOG00000047897"	"protein_coding"	"Olr868"
"ENSRNOG00000047983"	"miRNA"	"AC111413.1"
"ENSRNOG00000048060"	"protein_coding"	"RGD1563072"
"ENSRNOG00000048129"	"protein_coding"	"LOC682102"
"ENSRNOG00000048139"	"protein_coding"	"Ncmap"
"ENSRNOG00000048242"	"protein_coding"	"Txlna"
"ENSRNOG00000048288"	"protein_coding"	"Taf12"
"ENSRNOG00000048408"	"protein_coding"	"Olr869"
"ENSRNOG00000048439"	"protein_coding"	"AC134087.1"
"ENSRNOG00000048506"	"protein_coding"	"Inpp5b"
"ENSRNOG00000048553"	"protein_coding"	"Iqcc"
"ENSRNOG00000048618"	"miRNA"	"AABR07049890.1"
"ENSRNOG00000048648"	"miRNA"	"AC142187.2"
"ENSRNOG00000048876"	"protein_coding"	"Dcdc2b"
"ENSRNOG00000048998"	"protein_coding"	"AABR07049776.1"
"ENSRNOG00000049006"	"miRNA"	"Mir3583"
"ENSRNOG00000049326"	"protein_coding"	"Tmem234"
"ENSRNOG00000049347"	"protein_coding"	"LOC100912529"
"ENSRNOG00000049373"	"protein_coding"	"AABR07049783.1"
"ENSRNOG00000049397"	"protein_coding"	"LOC103689941"
"ENSRNOG00000049402"	"protein_coding"	"Nbl1"
"ENSRNOG00000049425"	"protein_coding"	"Fam167b"
"ENSRNOG00000049496"	"protein_coding"	"Trim62"
"ENSRNOG00000049609"	"miRNA"	"AABR07050212.1"
"ENSRNOG00000049700"	"protein_coding"	"Cda"
"ENSRNOG00000049714"	"protein_coding"	"Asap3"
"ENSRNOG00000049761"	"protein_coding"	"Htr6"
"ENSRNOG00000049922"	"pseudogene"	"AC118963.1"
"ENSRNOG00000049975"	"protein_coding"	"Zfp46"
"ENSRNOG00000050044"	"protein_coding"	"Ptp4a2"
"ENSRNOG00000050106"	"protein_coding"	"Rcc1"
"ENSRNOG00000050162"	"protein_coding"	"LOC100912491"
"ENSRNOG00000050240"	"protein_coding"	"Mtf1"
"ENSRNOG00000050287"	"protein_coding"	"Ebna1bp2"
"ENSRNOG00000050435"	"protein_coding"	"Olr866"
"ENSRNOG00000050481"	"protein_coding"	"LOC100910682"
"ENSRNOG00000050546"	"protein_coding"	"Olr858"
"ENSRNOG00000050983"	"protein_coding"	"Hpcal4"
"ENSRNOG00000051507"	"protein_coding"	"Azin2"
"ENSRNOG00000051511"	"snoRNA"	"RF00156"
"ENSRNOG00000051615"	"protein_coding"	"Hmgn2"
"ENSRNOG00000051720"	"protein_coding"	"Nudc"
"ENSRNOG00000051842"	"snoRNA"	"RF00289"
"ENSRNOG00000051949"	"protein_coding"	"LOC679803"
"ENSRNOG00000052030"	"snRNA"	"RF00004"
"ENSRNOG00000052313"	"miRNA"	"AABR07073181.2"
"ENSRNOG00000052753"	"lincRNA"	"LOC100912611"
"ENSRNOG00000052899"	"lincRNA"	"AABR07049886.2"
"ENSRNOG00000053073"	"miRNA"	"AABR07050017.1"
"ENSRNOG00000053078"	"snRNA"	"RF00548"
"ENSRNOG00000053132"	"snRNA"	"RF00026"
"ENSRNOG00000053163"	"snoRNA"	"RF00190"
"ENSRNOG00000053219"	"snoRNA"	"RF00560"
"ENSRNOG00000053308"	"snRNA"	"RF00026"
"ENSRNOG00000053363"	"lincRNA"	"AABR07050135.1"
"ENSRNOG00000053773"	"pseudogene"	"AABR07049792.1"
"ENSRNOG00000053991"	"protein_coding"	"P3h1"
"ENSRNOG00000054036"	"snoRNA"	"RF00560"
"ENSRNOG00000054051"	"snRNA"	"RF00003"
"ENSRNOG00000054075"	"lincRNA"	"AABR07049815.1"
"ENSRNOG00000054142"	"protein_coding"	"Slc30a2"
"ENSRNOG00000054209"	"snoRNA"	"RF00045"
"ENSRNOG00000054217"	"protein_coding"	"Runx3"
"ENSRNOG00000054301"	"lincRNA"	"AABR07049799.1"
"ENSRNOG00000054324"	"snoRNA"	"RF00157"
"ENSRNOG00000054365"	"snoRNA"	"RF00560"
"ENSRNOG00000054370"	"lincRNA"	"AABR07049884.1"
"ENSRNOG00000054578"	"lincRNA"	"AC141344.1"
"ENSRNOG00000054626"	"protein_coding"	"Rps8"
"ENSRNOG00000054630"	"lincRNA"	"AABR07050146.1"
"ENSRNOG00000054640"	"pseudogene"	"AC135901.1"
"ENSRNOG00000054734"	"protein_coding"	"LOC108351043"
"ENSRNOG00000054832"	"snRNA"	"RF00026"
"ENSRNOG00000055279"	"lincRNA"	"AC133821.1"
"ENSRNOG00000055344"	"protein_coding"	"Trnau1ap"
"ENSRNOG00000055378"	"snoRNA"	"RF00212"
"ENSRNOG00000055426"	"protein_coding"	"Rab42"
"ENSRNOG00000055493"	"scaRNA"	"RF00424"
"ENSRNOG00000055686"	"lincRNA"	"AABR07049769.1"
"ENSRNOG00000055737"	"snoRNA"	"RF00425"
"ENSRNOG00000055754"	"snRNA"	"RF00026"
"ENSRNOG00000055915"	"protein_coding"	"Ago1"
"ENSRNOG00000055928"	"snRNA"	"RF00026"
"ENSRNOG00000055929"	"snoRNA"	"RF00188"
"ENSRNOG00000055933"	"protein_coding"	"Kdf1"
"ENSRNOG00000055936"	"protein_coding"	"Trnp1"
"ENSRNOG00000056078"	"snRNA"	"RF00026"
"ENSRNOG00000056153"	"protein_coding"	"Tent5b"
"ENSRNOG00000056156"	"protein_coding"	"Maco1"
"ENSRNOG00000056744"	"snRNA"	"RF00026"
"ENSRNOG00000056863"	"protein_coding"	"AABR07050116.1"
"ENSRNOG00000056882"	"snRNA"	"RF00026"
"ENSRNOG00000056898"	"snoRNA"	"RF00544"
"ENSRNOG00000056999"	"snRNA"	"RF00026"
"ENSRNOG00000057067"	"snRNA"	"RF00015"
"ENSRNOG00000057126"	"lincRNA"	"AABR07050134.1"
"ENSRNOG00000057199"	"protein_coding"	"Olr856"
"ENSRNOG00000057338"	"protein_coding"	"Olr867"
"ENSRNOG00000057360"	"lincRNA"	"AABR07049783.2"
"ENSRNOG00000057488"	"protein_coding"	"AABR07049768.1"
"ENSRNOG00000057580"	"protein_coding"	"AABR07049866.1"
"ENSRNOG00000057617"	"lincRNA"	"AABR07049962.1"
"ENSRNOG00000057698"	"misc_RNA"	"RF00100"
"ENSRNOG00000057705"	"lincRNA"	"AC118963.2"
"ENSRNOG00000057829"	"scaRNA"	"RF00553"
"ENSRNOG00000057914"	"lincRNA"	"AABR07049903.1"
"ENSRNOG00000057957"	"protein_coding"	"Crybg2"
"ENSRNOG00000057993"	"snoRNA"	"RF00212"
"ENSRNOG00000058154"	"lincRNA"	"AC118094.1"
"ENSRNOG00000058156"	"protein_coding"	"Zdhhc18"
"ENSRNOG00000058210"	"snoRNA"	"RF00560"
"ENSRNOG00000058382"	"protein_coding"	"Olr865"
"ENSRNOG00000058461"	"protein_coding"	"Sfpq"
"ENSRNOG00000058533"	"snoRNA"	"RF00431"
"ENSRNOG00000058676"	"protein_coding"	"AABR07050006.1"
"ENSRNOG00000058693"	"lincRNA"	"AABR07050061.1"
"ENSRNOG00000058812"	"protein_coding"	"AABR07049886.3"
"ENSRNOG00000058834"	"lincRNA"	"LOC103692471"
"ENSRNOG00000058849"	"lincRNA"	"AC132627.3"
"ENSRNOG00000059272"	"snRNA"	"RF00020"
"ENSRNOG00000059280"	"snRNA"	"RF00020"
"ENSRNOG00000059457"	"snoRNA"	"RF00405"
"ENSRNOG00000059520"	"lincRNA"	"AABR07050052.1"
"ENSRNOG00000059532"	"lincRNA"	"AABR07049960.2"
"ENSRNOG00000059550"	"protein_coding"	"Ppp1r8"
"ENSRNOG00000059592"	"lincRNA"	"LOC103689960"
"ENSRNOG00000059632"	"lincRNA"	"AABR07050017.2"
"ENSRNOG00000059718"	"snRNA"	"RF00026"
"ENSRNOG00000059742"	"snRNA"	"RF00026"
"ENSRNOG00000059897"	"protein_coding"	"Gjb5"
"ENSRNOG00000059952"	"snRNA"	"RF00026"
"ENSRNOG00000059967"	"snoRNA"	"RF00560"
"ENSRNOG00000059975"	"protein_coding"	"AC124205.2"
"ENSRNOG00000060242"	"snoRNA"	"RF00188"
"ENSRNOG00000060320"	"protein_coding"	"Lin28a"
"ENSRNOG00000060378"	"lincRNA"	"AABR07049760.2"
"ENSRNOG00000060435"	"protein_coding"	"Kcnq4"
"ENSRNOG00000060447"	"snRNA"	"RF00026"
"ENSRNOG00000060465"	"snRNA"	"RF00026"
"ENSRNOG00000060478"	"protein_coding"	"AC141344.2"
"ENSRNOG00000060597"	"protein_coding"	"Syf2"
"ENSRNOG00000060798"	"pseudogene"	"Olr857"
"ENSRNOG00000060810"	"snoRNA"	"RF00431"
"ENSRNOG00000060811"	"snRNA"	"RF00026"
"ENSRNOG00000061027"	"pseudogene"	"AABR07049862.2"
"ENSRNOG00000061093"	"snRNA"	"RF00020"
"ENSRNOG00000061098"	"snoRNA"	"RF00560"
"ENSRNOG00000061137"	"pseudogene"	"AABR07049778.1"
"ENSRNOG00000061203"	"lincRNA"	"AABR07050057.1"
"ENSRNOG00000061214"	"snoRNA"	"RF00405"
"ENSRNOG00000061361"	"snoRNA"	"RF00218"
"ENSRNOG00000061368"	"snRNA"	"RF00003"
"ENSRNOG00000061536"	"snoRNA"	"RF00045"
"ENSRNOG00000061538"	"lincRNA"	"AABR07049892.1"
"ENSRNOG00000061554"	"snoRNA"	"RF00188"
"ENSRNOG00000061662"	"snoRNA"	"RF00045"
"ENSRNOG00000061851"	"protein_coding"	"Foxj3"
"ENSRNOG00000000156"	"protein_coding"	"LOC100911486"
"ENSRNOG00000002509"	"protein_coding"	"Gnl3l"
"ENSRNOG00000002556"	"protein_coding"	"NEWGENE_1562416"
"ENSRNOG00000002844"	"protein_coding"	"Usp27x"
"ENSRNOG00000002848"	"protein_coding"	"Maoa"
"ENSRNOG00000002862"	"protein_coding"	"Clcn5"
"ENSRNOG00000002921"	"protein_coding"	"Akap4"
"ENSRNOG00000002951"	"protein_coding"	"Ccnb3"
"ENSRNOG00000002959"	"protein_coding"	"Shroom4"
"ENSRNOG00000002960"	"protein_coding"	"LOC100909913"
"ENSRNOG00000002975"	"protein_coding"	"AABR07037243.1"
"ENSRNOG00000002984"	"protein_coding"	"Bmp15"
"ENSRNOG00000002986"	"protein_coding"	"Efhc2"
"ENSRNOG00000003013"	"protein_coding"	"Rpgr"
"ENSRNOG00000003054"	"protein_coding"	"AABR07037009.1"
"ENSRNOG00000003085"	"protein_coding"	"Mycs"
"ENSRNOG00000003099"	"protein_coding"	"Ubqln2"
"ENSRNOG00000003158"	"protein_coding"	"AABR07037343.1"
"ENSRNOG00000003160"	"protein_coding"	"LOC108348096"
"ENSRNOG00000003178"	"protein_coding"	"Mageh1"
"ENSRNOG00000003227"	"protein_coding"	"AABR07037073.1"
"ENSRNOG00000003228"	"protein_coding"	"Mid1ip1"
"ENSRNOG00000003229"	"protein_coding"	"Tspan7"
"ENSRNOG00000003261"	"protein_coding"	"Usp9x"
"ENSRNOG00000003334"	"protein_coding"	"Klhl21"
"ENSRNOG00000003370"	"protein_coding"	"Otc"
"ENSRNOG00000003470"	"protein_coding"	"Fundc1"
"ENSRNOG00000003585"	"protein_coding"	"Sytl5"
"ENSRNOG00000003611"	"protein_coding"	"Dynlt3"
"ENSRNOG00000003622"	"protein_coding"	"Cybb"
"ENSRNOG00000003749"	"protein_coding"	"Xk"
"ENSRNOG00000003756"	"protein_coding"	"Lancl3"
"ENSRNOG00000003789"	"processed_pseudogene"	"RGD1564613"
"ENSRNOG00000003792"	"protein_coding"	"Med14"
"ENSRNOG00000003858"	"protein_coding"	"Atp6ap2"
"ENSRNOG00000004150"	"protein_coding"	"Slc9a7"
"ENSRNOG00000004258"	"protein_coding"	"Chst7"
"ENSRNOG00000004265"	"protein_coding"	"RGD1559731"
"ENSRNOG00000004776"	"protein_coding"	"Ftsj1"
"ENSRNOG00000004819"	"protein_coding"	"Porcn"
"ENSRNOG00000004903"	"protein_coding"	"Ebp"
"ENSRNOG00000005303"	"protein_coding"	"Tbc1d25"
"ENSRNOG00000005387"	"protein_coding"	"Rbm3"
"ENSRNOG00000006327"	"protein_coding"	"Rcc2"
"ENSRNOG00000006855"	"protein_coding"	"Padi4"
"ENSRNOG00000006950"	"protein_coding"	"Padi3"
"ENSRNOG00000007067"	"protein_coding"	"Padi1"
"ENSRNOG00000007112"	"protein_coding"	"Pcsk1n"
"ENSRNOG00000007330"	"protein_coding"	"Capzb"
"ENSRNOG00000007574"	"protein_coding"	"Padi2"
"ENSRNOG00000007763"	"protein_coding"	"Plod1"
"ENSRNOG00000007766"	"protein_coding"	"Pqbp1"
"ENSRNOG00000007949"	"protein_coding"	"Rgn"
"ENSRNOG00000007967"	"protein_coding"	"Sdhb"
"ENSRNOG00000007968"	"protein_coding"	"RGD1305350"
"ENSRNOG00000008052"	"protein_coding"	"Atp13a2"
"ENSRNOG00000008141"	"protein_coding"	"Nppb"
"ENSRNOG00000008176"	"protein_coding"	"Nppa"
"ENSRNOG00000008177"	"protein_coding"	"Pim2"
"ENSRNOG00000008257"	"protein_coding"	"Mfap2"
"ENSRNOG00000008329"	"protein_coding"	"Ndufb11"
"ENSRNOG00000008334"	"protein_coding"	"Crocc"
"ENSRNOG00000008345"	"protein_coding"	"Clcn6"
"ENSRNOG00000008427"	"protein_coding"	"Necap2"
"ENSRNOG00000008472"	"protein_coding"	"Rbm10"
"ENSRNOG00000008553"	"protein_coding"	"Mthfr"
"ENSRNOG00000008578"	"protein_coding"	"Cdk16"
"ENSRNOG00000008619"	"protein_coding"	"Agtrap"
"ENSRNOG00000008764"	"protein_coding"	"Otud5"
"ENSRNOG00000008802"	"protein_coding"	"Dnajc11"
"ENSRNOG00000008911"	"protein_coding"	"Draxin"
"ENSRNOG00000009046"	"protein_coding"	"Phf13"
"ENSRNOG00000009049"	"protein_coding"	"Usp11"
"ENSRNOG00000009058"	"protein_coding"	"Spata21"
"ENSRNOG00000009071"	"protein_coding"	"Gripap1"
"ENSRNOG00000009134"	"protein_coding"	"Mad2l2"
"ENSRNOG00000009183"	"protein_coding"	"Szrd1"
"ENSRNOG00000009217"	"protein_coding"	"Fbxo6"
"ENSRNOG00000009222"	"protein_coding"	"Epha2"
"ENSRNOG00000009298"	"protein_coding"	"Fbxo44"
"ENSRNOG00000009409"	"protein_coding"	"Fbxo2"
"ENSRNOG00000009575"	"protein_coding"	"Ubiad1"
"ENSRNOG00000009589"	"protein_coding"	"Angptl7"
"ENSRNOG00000009595"	"protein_coding"	"Zbtb48"
"ENSRNOG00000009605"	"protein_coding"	"Tfe3"
"ENSRNOG00000009609"	"pseudogene"	"LOC299312"
"ENSRNOG00000009615"	"protein_coding"	"Mtor"
"ENSRNOG00000009646"	"protein_coding"	"Nyx"
"ENSRNOG00000009687"	"protein_coding"	"Ccdc120"
"ENSRNOG00000009708"	"protein_coding"	"Tas1r1"
"ENSRNOG00000009749"	"protein_coding"	"Wdr45"
"ENSRNOG00000009893"	"protein_coding"	"Uxt"
"ENSRNOG00000009897"	"protein_coding"	"Clcnkb"
"ENSRNOG00000010092"	"protein_coding"	"Magix"
"ENSRNOG00000010109"	"protein_coding"	"Nol9"
"ENSRNOG00000010171"	"protein_coding"	"Elk1"
"ENSRNOG00000010208"	"protein_coding"	"Timp1"
"ENSRNOG00000010270"	"protein_coding"	"Espn"
"ENSRNOG00000010348"	"protein_coding"	"Cacna1f"
"ENSRNOG00000010365"	"protein_coding"	"Syn1"
"ENSRNOG00000010436"	"protein_coding"	"Zbtb17"
"ENSRNOG00000010490"	"protein_coding"	"Hes2"
"ENSRNOG00000010580"	"protein_coding"	"Acot7"
"ENSRNOG00000010718"	"protein_coding"	"Gpr153"
"ENSRNOG00000010719"	"protein_coding"	"Exosc10"
"ENSRNOG00000010838"	"protein_coding"	"Araf"
"ENSRNOG00000010846"	"protein_coding"	"Ccdc22"
"ENSRNOG00000010893"	"protein_coding"	"Hes3"
"ENSRNOG00000010953"	"protein_coding"	"Icmt"
"ENSRNOG00000011078"	"protein_coding"	"LOC100912604"
"ENSRNOG00000011104"	"protein_coding"	"Rpl22"
"ENSRNOG00000011258"	"protein_coding"	"Masp2"
"ENSRNOG00000011268"	"protein_coding"	"Chd5"
"ENSRNOG00000011550"	"protein_coding"	"Kcnab2"
"ENSRNOG00000011702"	"protein_coding"	"Foxp3"
"ENSRNOG00000011774"	"protein_coding"	"Fblim1"
"ENSRNOG00000011967"	"protein_coding"	"Nphp4"
"ENSRNOG00000011970"	"protein_coding"	"Tmem82"
"ENSRNOG00000012163"	"protein_coding"	"Plekhm2"
"ENSRNOG00000012274"	"protein_coding"	"Ddi2"
"ENSRNOG00000012315"	"protein_coding"	"Agmat"
"ENSRNOG00000012455"	"protein_coding"	"Tardbp"
"ENSRNOG00000012503"	"protein_coding"	"Dnajc16"
"ENSRNOG00000012586"	"protein_coding"	"Actrt2"
"ENSRNOG00000012593"	"protein_coding"	"Mmel1"
"ENSRNOG00000012944"	"protein_coding"	"Casp9"
"ENSRNOG00000013468"	"protein_coding"	"Prxl2b"
"ENSRNOG00000013474"	"protein_coding"	"Casz1"
"ENSRNOG00000013498"	"protein_coding"	"Pex14"
"ENSRNOG00000013603"	"protein_coding"	"Dffa"
"ENSRNOG00000013628"	"protein_coding"	"Cela2a"
"ENSRNOG00000013745"	"protein_coding"	"Ctrc"
"ENSRNOG00000013783"	"protein_coding"	"Efhd2"
"ENSRNOG00000013820"	"protein_coding"	"Tnfrsf14"
"ENSRNOG00000013850"	"protein_coding"	"Hes5"
"ENSRNOG00000014044"	"protein_coding"	"Pank4"
"ENSRNOG00000014197"	"protein_coding"	"Tmem51"
"ENSRNOG00000014226"	"protein_coding"	"Plch2"
"ENSRNOG00000014270"	"protein_coding"	"Rer1"
"ENSRNOG00000014305"	"protein_coding"	"Fbxo42"
"ENSRNOG00000014322"	"protein_coding"	"Kazn"
"ENSRNOG00000014642"	"protein_coding"	"Morn1"
"ENSRNOG00000014805"	"protein_coding"	"Wrap73"
"ENSRNOG00000014961"	"protein_coding"	"Pdpn"
"ENSRNOG00000014986"	"protein_coding"	"Ube4b"
"ENSRNOG00000015005"	"protein_coding"	"AABR07037302.1"
"ENSRNOG00000015264"	"protein_coding"	"Lrrc38"
"ENSRNOG00000015480"	"protein_coding"	"Prkcz"
"ENSRNOG00000015736"	"protein_coding"	"Dhrs3"
"ENSRNOG00000015850"	"protein_coding"	"Rbp7"
"ENSRNOG00000015962"	"protein_coding"	"Nmnat1"
"ENSRNOG00000016200"	"protein_coding"	"Lzic"
"ENSRNOG00000016313"	"protein_coding"	"Ctnnbip1"
"ENSRNOG00000016385"	"protein_coding"	"Gabrd"
"ENSRNOG00000016398"	"protein_coding"	"Clstn1"
"ENSRNOG00000016443"	"protein_coding"	"Vps13d"
"ENSRNOG00000016575"	"protein_coding"	"Tnfrsf1b"
"ENSRNOG00000016618"	"protein_coding"	"Tmem52"
"ENSRNOG00000016638"	"protein_coding"	"Gnb1"
"ENSRNOG00000016782"	"protein_coding"	"Tnfrsf8"
"ENSRNOG00000016846"	"protein_coding"	"Pik3cd"
"ENSRNOG00000016936"	"protein_coding"	"Nadk"
"ENSRNOG00000016949"	"protein_coding"	"Slc25a33"
"ENSRNOG00000017075"	"protein_coding"	"Slc35e2b"
"ENSRNOG00000017212"	"protein_coding"	"Spsb1"
"ENSRNOG00000017213"	"protein_coding"	"Cdk11b"
"ENSRNOG00000017477"	"protein_coding"	"Mmp23"
"ENSRNOG00000017523"	"protein_coding"	"H6pd"
"ENSRNOG00000017528"	"protein_coding"	"Gpr157"
"ENSRNOG00000017564"	"protein_coding"	"Mib2"
"ENSRNOG00000017693"	"protein_coding"	"Slc2a5"
"ENSRNOG00000017706"	"protein_coding"	"Pqlc2"
"ENSRNOG00000017780"	"protein_coding"	"Akr7a2"
"ENSRNOG00000017829"	"protein_coding"	"Ssu72"
"ENSRNOG00000017895"	"protein_coding"	"Eno1"
"ENSRNOG00000017899"	"protein_coding"	"Akr7a3"
"ENSRNOG00000017940"	"protein_coding"	"Rere"
"ENSRNOG00000017979"	"protein_coding"	"Mrto4"
"ENSRNOG00000018097"	"protein_coding"	"Emc1"
"ENSRNOG00000018118"	"protein_coding"	"Atad3a"
"ENSRNOG00000018183"	"protein_coding"	"Ubr4"
"ENSRNOG00000018229"	"protein_coding"	"Slc45a1"
"ENSRNOG00000018289"	"protein_coding"	"Park7"
"ENSRNOG00000018338"	"protein_coding"	"Vwa1"
"ENSRNOG00000018393"	"protein_coding"	"Uts2"
"ENSRNOG00000018413"	"protein_coding"	"Per3"
"ENSRNOG00000018602"	"protein_coding"	"Camta1"
"ENSRNOG00000018647"	"protein_coding"	"Mrpl20"
"ENSRNOG00000018691"	"protein_coding"	"Aurkaip1"
"ENSRNOG00000018739"	"protein_coding"	"Pax7"
"ENSRNOG00000018867"	"protein_coding"	"Klhdc7a"
"ENSRNOG00000019164"	"protein_coding"	"Uba1"
"ENSRNOG00000019244"	"protein_coding"	"Mxra8"
"ENSRNOG00000019423"	"protein_coding"	"Dvl1"
"ENSRNOG00000019589"	"protein_coding"	"Tas1r3"
"ENSRNOG00000019712"	"protein_coding"	"Ints11"
"ENSRNOG00000019749"	"protein_coding"	"Ube2j2"
"ENSRNOG00000019864"	"protein_coding"	"C1qtnf12"
"ENSRNOG00000019979"	"protein_coding"	"B3galt6"
"ENSRNOG00000019981"	"protein_coding"	"Sdf4"
"ENSRNOG00000020106"	"protein_coding"	"Tnfrsf4"
"ENSRNOG00000020132"	"protein_coding"	"Ttll10"
"ENSRNOG00000020199"	"protein_coding"	"RGD1311517"
"ENSRNOG00000020205"	"protein_coding"	"Agrn"
"ENSRNOG00000020244"	"protein_coding"	"Perm1"
"ENSRNOG00000020295"	"protein_coding"	"Plekhn1"
"ENSRNOG00000020302"	"protein_coding"	"Klhl17"
"ENSRNOG00000020342"	"protein_coding"	"Samd11"
"ENSRNOG00000021355"	"protein_coding"	"Car6"
"ENSRNOG00000021392"	"protein_coding"	"Noc2l"
"ENSRNOG00000021434"	"protein_coding"	"Usp51"
"ENSRNOG00000021452"	"protein_coding"	"Hypm"
"ENSRNOG00000021470"	"protein_coding"	"LOC100363125"
"ENSRNOG00000021526"	"protein_coding"	"Slc25a34"
"ENSRNOG00000021802"	"protein_coding"	"Isg15"
"ENSRNOG00000021814"	"protein_coding"	"Tnfrsf25"
